County,Race,Age,Gender,Education Level,Employment Status,Income Level,Prior Convictions,Risk Score,Judge Decision,Re-offense
Copiah County,White,63,Male,High School,Unemployed,34113.883542206655,1,3.0767402336945446,1,0
Copiah County,Black,55,Female,Bachelor's Degree,Employed,128011.3007019009,0,5.498110838338647,0,0
Copiah County,White,40,Female,High School,Unemployed,14724.405224593958,2,3.2241471744640666,1,0
Copiah County,Black,45,Female,Some College,Employed,33606.623358231045,7,3.252523440319088,1,1
Copiah County,White,21,Male,High School,Employed,73951.75439100321,0,2.7366467759129183,0,0
Copiah County,White,32,Female,High School,Employed,34196.37650234584,2,0.9553755296294407,1,0
Copiah County,Black,36,Female,Master's Degree,Employed,129283.89877700694,2,5.306201279793061,0,0
Copiah County,Black,30,Female,High School,Unemployed,122666.84896981428,2,6.29791162846039,0,0
Copiah County,Other,48,Male,Bachelor's Degree,Employed,128611.65589720008,0,0.9369042038712755,1,0
Copiah County,Black,67,Male,High School,Unemployed,15587.808217216101,8,4.709349323336711,0,1
Copiah County,Black,41,Male,Less than High School,Employed,14900.726129364793,3,4.870472102791382,0,1
Copiah County,White,24,Male,Bachelor's Degree,Employed,130124.28929817991,0,2.990713791114613,0,0
Copiah County,Black,74,Female,Less than High School,Unemployed,74079.88540472394,4,4.094603817224237,1,0
Copiah County,White,24,Female,Master's Degree,Employed,15696.117624735161,1,4.868913639569772,1,0
Copiah County,Black,22,Female,High School,Unemployed,14383.934286788359,0,7.940055545813037,0,1
Copiah County,White,59,Male,Some College,Employed,35654.56743276135,3,6.296965125760508,1,0
Copiah County,Black,36,Female,High School,Unemployed,34978.349141599254,2,3.6293465623124783,1,0
Copiah County,White,24,Male,Some College,Employed,34606.77081909476,1,7.603899110950433,0,1
Copiah County,White,44,Female,Some College,Unemployed,35464.49157562011,2,7.298689420238373,0,0
Copiah County,Black,19,Female,Some College,Unemployed,127548.21364542912,1,4.31616547014976,1,0
Copiah County,White,54,Female,Less than High School,Unemployed,14256.544904475464,0,6.014012930538799,1,1
Copiah County,White,52,Male,Some College,Employed,33834.33581061519,2,4.025690788212253,1,0
Copiah County,White,47,Male,High School,Unemployed,15319.569075951476,1,5.528606413607731,0,1
Copiah County,White,48,Male,High School,Employed,15249.578120367307,0,4.947412366823455,1,1
Copiah County,White,23,Male,High School,Employed,15699.071257693016,0,5.032617266455023,1,0
Copiah County,Black,52,Female,Bachelor's Degree,Employed,76957.78342688087,1,6.639458705088622,0,0
Copiah County,White,36,Female,Some College,Employed,15676.159061597005,2,2.8615459385696287,0,0
Copiah County,White,69,Female,Some College,Employed,35708.89175537183,2,5.852740995725547,0,0
Copiah County,White,39,Female,Less than High School,Unemployed,14697.078312959164,3,3.616056958222181,1,0
Copiah County,White,33,Male,Bachelor's Degree,Employed,72040.23691688142,2,5.786494998699814,1,1
Copiah County,White,65,Female,High School,Employed,35986.38352170727,1,1.884579202798618,1,0
Copiah County,Other,29,Male,Less than High School,Unemployed,35504.522275165706,2,2.896498411306749,1,0
Copiah County,White,61,Male,Less than High School,Unemployed,33418.651043376536,2,2.7718572790915506,1,0
Copiah County,Black,21,Female,Some College,Unemployed,34510.17663065343,2,5.390527280739895,0,0
Copiah County,White,59,Female,Less than High School,Unemployed,36598.799354195,2,3.0561554721324296,1,0
Copiah County,Black,24,Female,High School,Employed,15000.6017185653,1,7.250743246802285,0,0
Copiah County,White,60,Male,Less than High School,Employed,34764.551976068964,2,2.1156684954429354,1,0
Copiah County,Other,36,Female,Bachelor's Degree,Employed,34851.948618057526,0,6.99781907850068,0,1
Copiah County,Black,44,Female,Master's Degree,Employed,72816.62043003873,2,8.256456518557362,0,1
Copiah County,White,62,Male,Less than High School,Unemployed,34540.47509802678,2,7.051949158545967,0,0
Copiah County,Black,32,Female,Some College,Unemployed,34544.346395955115,4,3.0521046708125277,1,1
Copiah County,Black,21,Male,Less than High School,Unemployed,14328.532530281207,2,5.24543947418433,0,1
Copiah County,Black,34,Male,Less than High School,Unemployed,15401.351442776877,1,6.904323364721551,0,1
Copiah County,White,41,Male,Bachelor's Degree,Employed,123956.30539879849,1,2.776548181677338,0,0
Copiah County,White,34,Female,High School,Unemployed,36127.62960385748,2,2.870265543479235,1,0
Copiah County,Black,19,Male,High School,Unemployed,15525.522001679843,1,5.835698755678362,0,1
Copiah County,Black,45,Female,High School,Unemployed,33991.9791914453,2,1.0291834482663202,1,0
Copiah County,White,67,Female,Some College,Employed,35550.73718759545,2,7.099089626536477,0,1
Copiah County,White,65,Female,Some College,Employed,74792.11353122236,1,0.9712193451795693,1,0
Copiah County,White,52,Female,Some College,Unemployed,36330.5485827252,4,7.681121348310173,0,0
Copiah County,Black,20,Male,Bachelor's Degree,Employed,121446.75848970567,1,10.211549638713775,1,0
Copiah County,White,72,Female,High School,Unemployed,15266.719800465065,2,2.8423360750415965,1,1
Copiah County,White,56,Female,High School,Unemployed,35377.13242788453,1,6.442495461668566,1,0
Copiah County,White,32,Female,High School,Unemployed,14692.95221635775,2,2.7917154835105995,0,1
Copiah County,White,33,Male,Less than High School,Unemployed,14454.901355476759,2,4.745957728384508,1,1
Copiah County,Black,74,Female,High School,Employed,35530.73916167046,6,6.524953922563379,1,1
Copiah County,Black,21,Male,Some College,Employed,35835.09110346316,1,5.6238804288615665,0,0
Copiah County,Black,24,Female,Bachelor's Degree,Employed,34354.695703171725,0,3.8280761349550776,1,0
Copiah County,White,62,Male,PhD,Employed,126810.40755027892,2,0.9346747190589509,1,0
Copiah County,Black,20,Female,High School,Employed,14842.696361417253,1,5.396765424626425,1,1
Copiah County,White,51,Male,Some College,Employed,15319.810324923927,1,4.580233745661642,0,1
Copiah County,Black,43,Male,Master's Degree,Employed,72744.1145617054,3,8.039218223312407,0,1
Copiah County,White,55,Female,High School,Employed,15585.322503954261,1,5.892476192387594,1,1
Copiah County,Black,52,Male,Some College,Employed,34255.93358762953,2,5.482378616908607,0,0
Copiah County,White,64,Male,Some College,Employed,14801.678981634228,1,5.534446682601663,1,1
Copiah County,Black,30,Male,Some College,Employed,14337.137928120525,2,6.8569978386640384,0,1
Copiah County,White,32,Male,High School,Employed,14417.268318481914,5,7.6572586065855175,0,1
Copiah County,Black,64,Male,High School,Employed,75118.96427034246,1,5.365507125893981,0,0
Copiah County,Black,55,Male,Less than High School,Unemployed,14651.389015091956,1,6.380486485139136,0,1
Copiah County,Black,41,Female,High School,Unemployed,15503.220338613293,3,4.75790282704494,1,0
Copiah County,White,38,Male,Master's Degree,Employed,33301.42686029234,2,2.802532552434039,1,0
Copiah County,White,18,Male,Some College,Employed,14818.641073007904,0,7.236100507894204,0,1
Copiah County,White,58,Female,Some College,Employed,14756.018320153638,3,3.2576255934765515,1,0
Copiah County,Black,52,Female,High School,Employed,71394.957231882,2,5.0567628930139294,1,0
Copiah County,Black,59,Male,Bachelor's Degree,Employed,33685.28939650179,2,7.10025776525786,1,1
Copiah County,Other,24,Female,Less than High School,Unemployed,14870.464012377952,2,7.647966549856455,0,0
Copiah County,White,64,Male,PhD,Employed,34975.02604556606,1,4.21559434655355,1,0
Copiah County,Black,73,Male,Bachelor's Degree,Employed,34665.01411539204,2,7.499269997692037,0,1
Copiah County,White,42,Female,Some College,Unemployed,35108.28187444233,2,0.9647358472808487,1,0
Copiah County,White,72,Male,Some College,Employed,15142.697512358523,4,6.895611014062983,0,0
Copiah County,White,74,Female,High School,Employed,14264.885731691753,2,5.007610378684455,1,1
Copiah County,White,53,Female,Bachelor's Degree,Employed,34874.333058087264,5,7.587855571864129,0,1
Copiah County,Black,35,Male,Master's Degree,Employed,36622.24734310656,1,3.691869459791363,1,0
Copiah County,White,52,Female,Less than High School,Unemployed,15028.548420194322,1,5.110620042441632,1,1
Copiah County,White,34,Male,High School,Unemployed,15266.313401188429,1,6.704082774536358,0,0
Copiah County,White,58,Male,Bachelor's Degree,Employed,73588.97893437662,1,3.0487429328535676,1,0
Copiah County,White,32,Male,Less than High School,Unemployed,15410.987067229144,2,8.377852887493564,1,0
Copiah County,White,46,Male,Less than High School,Unemployed,35955.2251865664,2,5.977368122225781,1,0
Copiah County,White,29,Female,High School,Employed,15031.944071481206,2,4.026071546041269,0,1
Copiah County,Black,20,Female,Master's Degree,Employed,36666.048381477245,2,7.282917658915883,0,0
Copiah County,Black,32,Female,Some College,Unemployed,120319.37768453316,1,8.705887700749058,0,1
Copiah County,White,30,Female,High School,Employed,14275.42149733437,1,2.7806488061633847,1,1
Copiah County,White,69,Female,High School,Unemployed,35945.55374114984,2,2.738024982283661,1,1
Copiah County,Black,59,Male,Some College,Unemployed,15460.733306047325,2,6.5879522788679346,0,1
Copiah County,Black,54,Female,High School,Employed,14430.310843680863,6,8.680236920954503,0,1
Copiah County,White,67,Female,High School,Employed,34179.53991535512,1,5.309874445854636,1,0
Copiah County,Black,42,Female,High School,Employed,14276.328545049942,4,8.558353178574775,0,1
Copiah County,Black,74,Female,High School,Employed,73449.81458085423,3,10.36300544444786,0,1
Copiah County,Black,30,Female,Some College,Employed,35955.99655871535,1,3.156136715933812,1,0
Copiah County,Black,67,Female,High School,Unemployed,35062.86184699403,4,6.114766488729413,0,0
Copiah County,White,25,Male,High School,Employed,34468.33457608901,1,9.943152377100317,0,1
Copiah County,White,31,Male,Less than High School,Unemployed,74038.04471179747,3,1.9647363656589074,1,0
Copiah County,Black,71,Female,Some College,Employed,71260.15219286601,0,6.788415573160194,0,1
Copiah County,White,60,Female,Some College,Employed,73498.50395673927,5,3.257717486548696,0,0
Copiah County,Black,64,Male,Some College,Unemployed,76098.44056228446,0,7.46286717090282,0,0
Copiah County,White,53,Male,Master's Degree,Employed,36659.68055335725,0,4.37202152853321,1,0
Copiah County,Black,47,Male,Less than High School,Employed,15520.591240475847,5,5.549156668182654,1,0
Copiah County,White,27,Female,Less than High School,Employed,33332.58237625935,1,6.277040970244373,1,0
Copiah County,White,22,Male,Bachelor's Degree,Employed,36394.96211636193,0,5.438340456821038,1,0
Copiah County,White,50,Male,Some College,Unemployed,35991.194446545196,9,7.489972905865057,0,1
Copiah County,White,47,Female,Some College,Employed,15420.56418535647,2,5.479795520840133,1,0
Copiah County,White,67,Female,Some College,Employed,14936.993638505355,2,2.0964482597160234,1,1
Copiah County,Black,26,Female,Bachelor's Degree,Employed,74235.03969715878,1,3.044683867907947,1,0
Copiah County,Other,27,Male,Master's Degree,Employed,34310.20505091617,1,4.273463021406618,1,1
Copiah County,White,44,Female,Some College,Employed,33479.93200634028,0,5.567726851951547,1,0
Copiah County,White,67,Male,Bachelor's Degree,Employed,72961.76522620274,2,6.354320774231868,0,0
Copiah County,White,42,Male,Some College,Unemployed,14619.905452467036,0,2.820976392028647,1,1
Copiah County,Black,55,Male,Bachelor's Degree,Employed,74880.5780228265,2,3.730924754292564,1,0
Copiah County,White,33,Male,High School,Unemployed,35866.05542308842,1,4.664265797930993,1,0
Copiah County,White,38,Female,Some College,Unemployed,14960.71474259692,3,6.377489664277658,1,0
Copiah County,White,34,Male,Some College,Unemployed,119473.05561808951,2,4.13215777655696,1,0
Copiah County,Black,49,Male,Some College,Unemployed,15686.684701482307,3,6.027678509722944,0,1
Copiah County,White,45,Female,Some College,Employed,78320.43239320585,0,4.858830484123502,1,0
Copiah County,White,36,Male,High School,Unemployed,15427.78431472261,3,3.2263203244878653,0,1
Copiah County,White,24,Female,Some College,Unemployed,15736.991852346331,1,1.9569780429690542,1,1
Copiah County,White,29,Female,High School,Employed,15066.723499200392,0,4.253279551577262,1,1
Copiah County,White,21,Female,Some College,Unemployed,15694.15252537981,1,6.914788871998306,0,1
Copiah County,Black,64,Male,High School,Unemployed,14363.407560925125,4,3.901555543539926,1,0
Copiah County,Black,67,Female,Some College,Employed,14798.521122392056,1,6.947751699937449,0,0
Copiah County,White,75,Male,Some College,Employed,14588.071902010148,3,5.76165344899697,1,1
Copiah County,White,50,Female,High School,Unemployed,121197.91355167837,1,4.198087504141001,1,0
Copiah County,Other,32,Male,Bachelor's Degree,Employed,72306.02211669507,0,3.0016322340554873,1,0
Copiah County,Black,62,Male,High School,Employed,75918.10231174498,3,3.785770156117454,1,0
Copiah County,Black,52,Female,Master's Degree,Employed,15421.982783620957,3,5.399574573274569,0,0
Copiah County,White,69,Female,High School,Employed,35274.04439797126,1,2.930334732823927,1,0
Copiah County,Other,64,Female,Some College,Unemployed,14470.444064382315,2,6.052263433336787,1,1
Copiah County,Black,26,Male,Master's Degree,Employed,77333.42827450103,2,9.731649799736186,0,1
Copiah County,White,54,Female,Less than High School,Employed,15203.932060745592,2,5.124237995913992,1,0
Copiah County,Black,34,Female,Master's Degree,Employed,123602.07132658744,0,4.616898040708365,0,0
Copiah County,Black,27,Female,Some College,Employed,15261.195443304096,1,5.439832123613475,0,1
Copiah County,Other,63,Male,PhD,Employed,73199.28734432124,0,7.178791274299986,0,0
Copiah County,Black,35,Female,Master's Degree,Employed,34458.17272972973,2,5.801886737588504,0,0
Copiah County,Black,54,Female,Bachelor's Degree,Employed,130218.57303914988,2,5.567126487196065,1,0
Copiah County,Black,45,Female,High School,Employed,14685.75675850713,5,10.588050378540592,0,0
Copiah County,White,42,Male,Less than High School,Unemployed,14954.982402236905,1,3.072043653557108,0,1
Copiah County,White,42,Female,Some College,Unemployed,36365.49398088605,2,10.066922183952641,0,0
Copiah County,Other,72,Male,Some College,Unemployed,76557.91012700646,3,3.2363355498305744,1,0
Copiah County,Black,53,Female,High School,Employed,14343.304839247054,0,9.519474980204155,0,1
Copiah County,White,66,Female,High School,Unemployed,33765.56065497639,1,2.7910049278396505,1,0
Copiah County,Black,32,Female,Some College,Unemployed,33277.4455677017,3,3.849377654236439,1,0
Copiah County,Black,23,Male,High School,Unemployed,35458.22626580207,0,7.597582623703145,0,0
Copiah County,Black,34,Male,Some College,Employed,14921.510138115627,3,9.439103326630818,0,0
Copiah County,Black,37,Male,Bachelor's Degree,Employed,33719.96197815796,5,5.440238921682935,0,0
Copiah County,Black,44,Male,Bachelor's Degree,Employed,78434.50590792576,2,4.055911747897054,1,0
Copiah County,Black,49,Male,High School,Employed,15044.489585918427,1,9.472425634333243,0,0
Copiah County,Black,43,Female,Less than High School,Unemployed,14612.839941169334,0,6.4521187641141005,0,1
Copiah County,Black,74,Female,Bachelor's Degree,Employed,125007.54463943384,3,2.9052490492295444,1,0
Copiah County,White,26,Female,Master's Degree,Employed,35628.67116457287,1,5.321257304672013,1,0
Copiah County,White,65,Female,Some College,Employed,14364.358826960346,3,5.5327580843462485,1,1
Copiah County,White,18,Male,Master's Degree,Employed,34211.46335266762,0,7.485033208428325,0,1
Copiah County,White,62,Female,High School,Employed,15460.448236325989,2,6.4784841272647755,1,0
Copiah County,White,46,Male,Some College,Employed,14939.49730560399,1,4.897287290560367,0,1
Copiah County,White,18,Female,High School,Unemployed,15069.86571304844,0,6.356754438935464,1,1
Copiah County,White,31,Male,Some College,Employed,14899.224003314204,4,4.649917427348774,1,0
Copiah County,White,63,Male,Less than High School,Unemployed,71579.24956982254,1,2.837550837139585,1,0
Copiah County,Black,74,Male,High School,Employed,33830.12422937054,2,7.311153595750293,0,0
Copiah County,White,45,Male,High School,Employed,14918.312458112836,1,3.1320219219276444,1,1
Copiah County,White,61,Male,Some College,Employed,33982.14912892775,0,5.141147632885298,1,0
Copiah County,Black,45,Male,High School,Unemployed,33424.92660030888,4,5.1939484444671,0,1
Copiah County,White,18,Female,Bachelor's Degree,Employed,77577.37248038867,2,8.068359109356154,1,1
Copiah County,White,68,Male,Bachelor's Degree,Employed,131014.90661455145,2,5.7021588706883435,1,0
Copiah County,White,60,Male,Some College,Unemployed,128664.28592495924,1,3.8765567948031356,1,0
Copiah County,White,54,Male,Less than High School,Unemployed,36238.247225966334,2,3.7452781734411404,1,0
Copiah County,Black,70,Male,High School,Employed,34096.91995610966,1,6.490140673600354,1,0
Copiah County,White,37,Male,Master's Degree,Employed,130757.83719391498,1,2.0333567179064485,1,0
Copiah County,White,29,Male,High School,Unemployed,14545.388556680142,0,3.920681133410912,1,0
Copiah County,Black,23,Female,High School,Employed,15677.144715542749,1,4.962005803644133,0,1
Copiah County,Black,49,Female,Less than High School,Unemployed,78711.14470474463,3,2.1789133358447264,1,1
Copiah County,Other,18,Female,Some College,Unemployed,35741.02982011117,1,4.653351403116081,1,0
Copiah County,White,20,Male,High School,Unemployed,36684.003061271374,0,6.103475798420157,1,0
Copiah County,White,21,Male,Bachelor's Degree,Employed,125869.24724458878,2,5.005888678884466,1,0
Copiah County,White,43,Female,Less than High School,Unemployed,121994.27228970113,6,5.111454235434648,1,1
Copiah County,White,55,Female,PhD,Employed,74527.46914249215,2,3.6144881470566723,1,0
Copiah County,Black,61,Male,Some College,Unemployed,15140.341403068178,2,7.5209734725218125,0,1
Copiah County,Black,67,Male,Some College,Unemployed,33505.78546709455,1,5.4321182824836125,0,0
Copiah County,Black,61,Male,High School,Employed,35428.20142616036,2,5.065133183589209,0,0
Copiah County,White,20,Female,Less than High School,Employed,36684.12242866803,3,5.196650823876893,1,0
Copiah County,Black,39,Male,Master's Degree,Employed,33915.37677424304,0,5.422499381177296,0,0
Copiah County,White,19,Male,High School,Employed,15438.892674432574,0,8.331581814901439,1,0
Copiah County,Black,56,Male,Some College,Unemployed,15611.848190669429,2,7.4440624686628185,0,0
Copiah County,Black,47,Female,High School,Employed,78327.76194615166,1,5.076288360166813,0,0
Copiah County,Black,60,Female,Master's Degree,Employed,78451.01703304086,2,8.17074407421257,0,1
Copiah County,White,70,Male,Some College,Unemployed,75160.94729041103,4,4.924130671302386,1,1
Copiah County,White,57,Male,Bachelor's Degree,Employed,78579.80930993626,0,4.1891553884997785,1,1
Copiah County,Black,62,Female,Less than High School,Employed,15385.965310701657,5,10.868734029538029,0,0
Copiah County,White,54,Male,Master's Degree,Employed,33815.850026829365,1,5.425568512906777,1,0
Copiah County,White,31,Female,Some College,Employed,74826.75079850978,2,5.9410072456849585,1,0
Copiah County,White,69,Female,High School,Employed,76637.48381529003,4,0.922647609168151,1,0
Copiah County,Black,69,Female,Bachelor's Degree,Employed,34115.69110536679,2,10.96968239792467,0,0
Copiah County,White,37,Male,Some College,Unemployed,35492.153142421106,3,4.271118469156748,1,0
Copiah County,White,23,Female,High School,Unemployed,35583.101676663166,0,4.624662681203267,1,0
Copiah County,Black,65,Male,High School,Employed,14494.049615712847,0,4.336673506093898,1,1
Copiah County,White,73,Female,Master's Degree,Employed,35227.798593584645,2,6.443875634474555,1,0
Copiah County,White,30,Female,High School,Unemployed,35950.69418842513,1,4.015070445700858,0,0
Copiah County,White,30,Female,Less than High School,Employed,74991.71748401957,0,3.054765261446958,1,0
Copiah County,Black,25,Female,Some College,Employed,33292.36090871638,1,4.8990027038701305,0,0
Copiah County,Other,65,Male,Some College,Employed,118862.98086349115,1,1.8219046555288125,1,0
Copiah County,White,29,Female,Some College,Unemployed,34499.60270389504,1,4.835197241645901,1,0
Copiah County,White,47,Female,High School,Employed,15639.291102647674,2,10.605706897196024,0,0
Copiah County,Black,72,Male,High School,Employed,34050.36872861263,1,7.207411236807364,0,0
Copiah County,Black,59,Female,Some College,Employed,76007.72766653764,1,6.766898840367602,0,0
Copiah County,White,30,Female,High School,Employed,34027.26554742662,1,1.9592674774363774,1,0
Copiah County,Black,19,Male,High School,Employed,34375.84496380842,1,10.074791205875846,0,1
Copiah County,Black,61,Male,Less than High School,Employed,36218.14731360519,1,4.335884493130209,1,0
Copiah County,White,72,Female,Bachelor's Degree,Employed,76716.46081702459,1,5.815615193239154,1,0
Copiah County,White,35,Male,Bachelor's Degree,Employed,71965.49457984908,0,5.816343842275474,0,0
Copiah County,White,49,Male,Less than High School,Unemployed,74465.26515739824,6,3.142500748865849,1,1
Copiah County,White,74,Female,Bachelor's Degree,Employed,33352.09417275843,2,3.9617743527118456,1,0
Copiah County,White,67,Female,Less than High School,Unemployed,124761.12683253761,2,5.669525787527979,0,0
Copiah County,Black,23,Male,High School,Employed,15243.6510175516,0,4.952439516132693,0,1
Copiah County,White,35,Female,High School,Employed,14427.753935397226,0,3.71268561630384,1,1
Copiah County,Black,47,Female,High School,Unemployed,14683.327408363748,2,3.741109589204979,1,1
Copiah County,Black,72,Male,Some College,Employed,14846.754938253234,2,3.998694218191584,1,1
Copiah County,Black,48,Female,Bachelor's Degree,Employed,78146.48268492038,0,4.918925449504548,0,0
Copiah County,White,27,Female,Some College,Unemployed,15739.882523134447,1,9.746722621922581,0,0
Copiah County,Black,74,Male,Bachelor's Degree,Employed,71586.83474246711,2,3.8899151192933066,1,0
Copiah County,White,68,Male,Some College,Employed,15391.511885243086,4,5.080588350278044,0,1
Copiah County,Black,29,Female,Bachelor's Degree,Employed,14807.586099603515,1,5.13226428791953,0,1
Copiah County,White,56,Female,Less than High School,Employed,34623.603651803176,4,1.8052377826353334,1,1
Copiah County,White,36,Female,High School,Employed,15381.397460020535,1,5.163537372016711,1,1
Copiah County,Black,47,Male,Bachelor's Degree,Employed,78138.19824109056,2,3.742428773495801,1,0
Copiah County,White,58,Male,Less than High School,Unemployed,36578.250080758924,0,5.4610703174694555,1,0
Copiah County,Black,44,Male,Some College,Unemployed,35269.929051134124,2,2.789197636651868,0,0
Copiah County,White,49,Female,Less than High School,Unemployed,34499.92405755176,2,4.914624123727024,1,0
Copiah County,Black,28,Male,High School,Employed,15431.323628788166,4,8.25362940254156,0,1
Copiah County,White,56,Female,Less than High School,Unemployed,14626.50207489345,1,8.794998802953517,0,0
Copiah County,Black,22,Male,Less than High School,Unemployed,75480.55521625139,2,6.0026340123974915,1,0
Copiah County,White,20,Female,High School,Unemployed,73939.33846143655,2,5.095385017320044,1,0
Copiah County,White,46,Female,Some College,Employed,15234.946610561814,0,7.307322363821484,0,1
Copiah County,White,52,Male,PhD,Employed,73052.9918467013,3,3.1499762822395065,1,0
Copiah County,White,23,Male,Some College,Employed,14537.389418602237,0,4.709905593095586,0,1
Copiah County,Black,50,Female,High School,Employed,36463.83680336403,2,3.2388325736644283,1,1
Copiah County,Black,21,Male,Some College,Employed,14402.705524424306,2,6.58719549667481,1,1
Copiah County,Black,59,Male,Master's Degree,Employed,35020.85267707225,1,5.6288252647964,0,0
Copiah County,Black,68,Male,High School,Unemployed,14581.279174444513,0,7.258479468556952,0,0
Copiah County,White,36,Male,Master's Degree,Employed,119236.62454157084,3,2.9832401670659996,1,0
Copiah County,White,47,Male,Some College,Employed,71520.1411371857,0,7.090777586567663,0,0
Copiah County,White,20,Male,High School,Employed,14512.832658158739,1,6.391992095199694,0,0
Copiah County,Black,66,Female,High School,Unemployed,15550.155531759001,2,7.385738663373015,0,1
Copiah County,Black,54,Male,High School,Unemployed,73368.5905798277,2,4.953288834748028,0,0
Copiah County,Black,62,Female,Some College,Employed,36576.60709701353,0,5.02439026932758,0,0
Copiah County,Black,40,Female,Bachelor's Degree,Employed,75612.16719741895,3,8.89337294448881,0,1
Copiah County,Black,54,Female,High School,Unemployed,124207.67737210957,1,4.900763060875326,1,0
Copiah County,White,49,Male,Less than High School,Unemployed,15120.133252004181,4,6.071568397569862,0,0
Copiah County,Black,24,Female,Some College,Employed,35058.44434829194,1,7.44838439348914,0,1
Copiah County,Black,18,Male,Some College,Unemployed,35905.71688815064,1,3.745542504396217,1,0
Copiah County,Other,54,Male,Some College,Unemployed,34238.736230904986,1,3.2170713726081104,1,0
Copiah County,Black,33,Female,High School,Employed,14779.575587400454,2,3.26766927728018,1,1
Copiah County,White,60,Male,High School,Employed,15591.141453799875,2,6.822633042791654,0,1
Copiah County,White,63,Male,High School,Employed,78348.42384862805,4,2.862446803886132,1,1
Copiah County,Black,46,Female,Less than High School,Employed,36373.95379620266,0,8.230399269182426,0,0
Copiah County,White,68,Female,Some College,Employed,14879.171990935969,2,0.9817468342196193,1,1
Copiah County,Black,31,Male,Less than High School,Employed,77102.7412725516,2,4.525386355660345,0,0
Copiah County,White,60,Male,Bachelor's Degree,Employed,124704.19666626373,1,4.656152597366191,1,0
Copiah County,Black,27,Female,Master's Degree,Employed,74981.54889109576,1,2.086388891538959,1,0
Copiah County,Black,70,Female,Some College,Employed,33966.38038170049,1,4.127139153528121,1,0
Copiah County,White,35,Female,High School,Unemployed,35318.9560614048,2,3.621676794002787,1,0
Copiah County,White,62,Female,Less than High School,Employed,33901.47564213671,2,3.7775777295463597,1,0
Copiah County,White,41,Female,Some College,Unemployed,14747.34704860079,0,5.6772897559056865,1,0
Copiah County,White,29,Female,High School,Employed,36242.60570566977,0,1.0343785487197457,0,0
Copiah County,Black,53,Male,PhD,Employed,72803.06856908141,0,6.32759475285611,0,1
Copiah County,Black,25,Female,Master's Degree,Employed,33499.05399810701,0,6.445752014778403,0,0
Copiah County,Black,43,Female,Less than High School,Employed,33491.52657414485,1,6.359899302447827,0,0
Copiah County,White,62,Female,High School,Unemployed,15661.176780754662,1,7.485671459286934,0,0
Copiah County,White,21,Female,Less than High School,Unemployed,15010.380656942752,1,5.152746107851875,1,0
Copiah County,White,48,Male,Less than High School,Employed,14864.118107725526,1,6.633455893465417,0,0
Copiah County,Black,74,Male,High School,Unemployed,15466.317871511877,3,5.5193296713112145,0,0
Copiah County,Black,19,Male,High School,Unemployed,36175.390747686804,0,5.691806629199345,1,0
Copiah County,White,40,Female,Less than High School,Employed,73741.43274836703,0,5.222266931855659,1,0
Copiah County,Black,33,Female,Some College,Employed,76452.13543105345,1,7.4979750553488,0,0
Copiah County,Black,19,Male,High School,Employed,15406.684223777827,0,6.39626383748039,0,1
Copiah County,White,37,Male,High School,Employed,15231.97603029893,3,5.876620235542147,1,1
Copiah County,White,26,Male,Less than High School,Employed,33780.582761800346,0,6.201702163884775,1,0
Copiah County,White,29,Female,High School,Unemployed,129698.53854396321,3,6.58697801358215,0,0
Copiah County,White,33,Female,Master's Degree,Employed,35136.83093457603,3,6.710406822365418,0,0
Copiah County,White,51,Female,High School,Employed,14673.708639555005,1,6.475602982225343,1,1
Copiah County,Black,31,Male,High School,Unemployed,34738.29864903192,1,5.4156023082128835,0,0
Copiah County,White,37,Male,Some College,Employed,33381.498816396175,0,3.6684068246835744,1,0
Copiah County,Black,46,Female,Less than High School,Employed,120348.3350152802,2,7.532618008233644,0,1
Copiah County,White,46,Male,High School,Employed,15398.320125773793,0,5.431838644648584,1,1
Copiah County,Black,54,Female,Some College,Unemployed,71250.08726066524,3,4.6814354350897975,0,1
Copiah County,White,20,Female,Less than High School,Unemployed,74374.2437136172,1,1.0166083121939384,1,0
Copiah County,White,23,Female,Some College,Employed,15033.765271628383,1,7.874279280947997,0,1
Copiah County,White,70,Male,Bachelor's Degree,Employed,71659.75815000728,2,3.235603026646185,1,0
Copiah County,White,69,Male,High School,Unemployed,15709.6172444585,2,4.253954849390753,0,1
Copiah County,White,55,Male,High School,Unemployed,34041.438659373845,1,7.746907762716602,0,0
Copiah County,White,21,Female,Less than High School,Employed,34314.69551872698,2,0.9518846866862585,1,0
Copiah County,Black,23,Male,Less than High School,Unemployed,34313.798792892594,1,6.831569371434174,0,0
Copiah County,White,51,Male,Less than High School,Unemployed,34056.458317410725,0,1.0180589885029616,1,0
Copiah County,Black,33,Male,Less than High School,Employed,33255.15837730208,1,6.675289097152027,1,0
Copiah County,White,42,Female,Bachelor's Degree,Employed,35802.706779307984,5,6.148978689418961,0,1
Copiah County,Black,75,Male,Bachelor's Degree,Employed,15700.268249698927,3,5.891293982629489,0,0
Copiah County,Black,31,Female,High School,Employed,34035.027191497655,5,4.0416377446815845,1,1
Copiah County,White,53,Male,Some College,Employed,35570.66517131198,0,2.96167591748119,1,0
Copiah County,Black,31,Male,High School,Unemployed,35846.6371443555,2,7.671145215267068,1,0
Copiah County,Black,56,Female,Some College,Unemployed,15522.638068635786,1,4.358762645569725,1,0
